date,PRC,SHROUT,CFACPR,CFACSHR,RET,DLRET
2014-10-01,138.42,50358.3,1.0,1.0,-0.018465,
2014-10-02,140.22,50358.3,1.0,1.0,0.013037,
2014-10-03,138.26,50358.3,1.0,1.0,-0.013998,
2014-10-06,134.11,50358.3,1.0,1.0,-0.029982,
2014-10-07,141.84,50358.3,1.0,1.0,0.057635,
2014-10-08,140.65,50358.3,1.0,1.0,-0.008383,
2014-10-09,138.42,50358.3,1.0,1.0,-0.015872,
2014-10-10,131.2,50358.3,1.0,1.0,-0.052174,
2014-10-13,133.78,50358.3,1.0,1.0,0.019671,
2014-10-14,130.52,50358.3,1.0,1.0,-0.024374,
2014-10-15,130.48,50358.3,1.0,1.0,-0.000272,
2014-10-16,133.43,50358.3,1.0,1.0,0.022544,
2014-10-17,130.22,50358.3,1.0,1.0,-0.024007,
2014-10-20,130.35,50358.3,1.0,1.0,0.000949,
2014-10-21,135.07,50358.3,1.0,1.0,0.036263,
2014-10-22,127.21,50358.3,1.0,1.0,-0.058176,
2014-10-23,124.64,50358.3,1.0,1.0,-0.020209,
2014-10-24,121.85,50358.3,1.0,1.0,-0.022419,
2014-10-27,121.19,50358.3,1.0,1.0,-0.005431,
2014-10-28,120.93,50358.3,1.0,1.0,-0.002104,
2014-10-29,117.78,50358.3,1.0,1.0,-0.02609,
2014-10-30,115.83,50358.3,1.0,1.0,-0.01653,
2014-10-31,113.59,50358.3,1.0,1.0,-0.019332,
2014-11-03,112.53,50358.3,1.0,1.0,-0.009336,
2014-11-04,113.01,50358.3,1.0,1.0,0.004289,
2014-11-05,115.4,50358.3,1.0,1.0,0.02112,
2014-11-06,118.25,50358.3,1.0,1.0,0.024675,
2014-11-07,120.0,50358.3,1.0,1.0,0.014841,
2014-11-10,117.4,50358.3,1.0,1.0,-0.021701,
2014-11-11,117.28,50358.3,1.0,1.0,-0.001038,
2014-11-12,124.04,50358.3,1.0,1.0,0.05764,
2014-11-13,126.97,50358.3,1.0,1.0,0.023672,
2014-11-14,125.52,50358.3,1.0,1.0,-0.011468,
2014-11-17,130.25,50358.3,1.0,1.0,0.037714,
2014-11-18,128.92,50358.3,1.0,1.0,-0.010223,
2014-11-19,126.74,50358.3,1.0,1.0,-0.016861,
2014-11-20,130.94,50358.3,1.0,1.0,0.033083,
2014-11-21,126.76,50358.3,1.0,1.0,-0.03188,
2014-11-24,120.96,50358.3,1.0,1.0,-0.045819,
2014-11-25,123.6,50358.3,1.0,1.0,0.021873,
2014-11-26,123.56,50358.3,1.0,1.0,-0.000294,
2014-11-27,123.82,50358.3,1.0,1.0,0.002101,
2014-11-28,122.64,50358.3,1.0,1.0,-0.009589,
2014-12-01,121.82,50358.3,1.0,1.0,-0.006662,
2014-12-02,120.37,50358.3,1.0,1.0,-0.011886,
2014-12-03,118.46,50358.3,1.0,1.0,-0.01586,
2014-12-04,117.27,50358.3,1.0,1.0,-0.010076,
2014-12-05,116.0,50358.3,1.0,1.0,-0.010826,
2014-12-08,113.61,50358.3,1.0,1.0,-0.020635,
2014-12-09,112.02,50358.3,1.0,1.0,-0.013949,
2014-12-10,105.39,50358.3,1.0,1.0,-0.059216,
2014-12-11,107.03,50358.3,1.0,1.0,0.015597,
2014-12-12,107.94,50358.3,1.0,1.0,0.008445,
2014-12-15,107.61,50358.3,1.0,1.0,-0.002993,
2014-12-16,108.12,50358.3,1.0,1.0,0.004749,
2014-12-17,108.73,50358.3,1.0,1.0,0.005624,
2014-12-18,106.76,50358.3,1.0,1.0,-0.018173,
2014-12-19,105.3,50358.3,1.0,1.0,-0.01365,
2014-12-22,106.54,50358.3,1.0,1.0,0.011793,
2014-12-23,106.97,50358.3,1.0,1.0,0.00403,
2014-12-24,112.24,50358.3,1.0,1.0,0.049269,
2014-12-25,116.58,50358.3,1.0,1.0,0.03865,
2014-12-26,119.1,50358.3,1.0,1.0,0.021671,
2014-12-29,116.83,50358.3,1.0,1.0,-0.019062,
2014-12-30,115.15,50358.3,1.0,1.0,-0.014407,
2014-12-31,112.31,50358.3,1.0,1.0,-0.024704,
2015-01-01,112.95,50358.3,1.0,1.0,0.005773,
2015-01-02,105.66,50358.3,1.0,1.0,-0.06458,
2015-01-05,104.4,50358.3,1.0,1.0,-0.011898,
2015-01-06,103.54,50358.3,1.0,1.0,-0.008288,
2015-01-07,99.72,50358.3,1.0,1.0,-0.036856,
2015-01-08,101.55,50358.3,1.0,1.0,0.018358,
2015-01-09,98.72,50358.3,1.0,1.0,-0.027909,
2015-01-12,99.26,50358.3,1.0,1.0,0.005483,
2015-01-13,106.02,50358.3,1.0,1.0,0.068087,
2015-01-14,101.9,50358.3,1.0,1.0,-0.038858,
2015-01-15,101.44,50358.3,1.0,1.0,-0.004515,
2015-01-16,100.35,50358.3,1.0,1.0,-0.010683,
2015-01-19,98.82,50358.3,1.0,1.0,-0.015292,
2015-01-20,100.54,50358.3,1.0,1.0,0.017442,
2015-01-21,103.15,50358.3,1.0,1.0,0.02593,
2015-01-22,104.98,50358.3,1.0,1.0,0.01772,
2015-01-23,103.07,50358.3,1.0,1.0,-0.018157,
2015-01-26,109.17,50358.3,1.0,1.0,0.059152,
2015-01-27,104.53,50358.3,1.0,1.0,-0.042526,
2015-01-28,101.87,50358.3,1.0,1.0,-0.02542,
2015-01-29,102.19,50358.3,1.0,1.0,0.00312,
2015-01-30,102.31,50358.3,1.0,1.0,0.001188,
2015-02-02,103.41,50358.3,1.0,1.0,0.010815,
2015-02-03,107.31,50358.3,1.0,1.0,0.037666,
2015-02-04,106.9,50358.3,1.0,1.0,-0.003829,
2015-02-05,107.09,50358.3,1.0,1.0,0.001773,
2015-02-06,105.47,50358.3,1.0,1.0,-0.015116,
2015-02-09,106.87,50358.3,1.0,1.0,0.013251,
2015-02-10,105.95,50358.3,1.0,1.0,-0.008568,
2015-02-11,105.04,50358.3,1.0,1.0,-0.008582,
2015-02-12,106.32,50358.3,1.0,1.0,0.012161,
2015-02-13,108.89,50358.3,1.0,1.0,0.024173,
2015-02-16,103.17,50358.3,1.0,1.0,-0.052537,
2015-02-17,103.97,50358.3,1.0,1.0,0.007732,
2015-02-18,103.2,50358.3,1.0,1.0,-0.007418,
2015-02-19,105.47,50358.3,1.0,1.0,0.022029,
2015-02-20,104.74,50358.3,1.0,1.0,-0.00694,
2015-02-23,107.96,50358.3,1.0,1.0,0.030737,
2015-02-24,106.12,50358.3,1.0,1.0,-0.01705,
2015-02-25,100.49,50358.3,1.0,1.0,-0.053043,
2015-02-26,102.96,50358.3,1.0,1.0,0.024583,
2015-02-27,100.8,50358.3,1.0,1.0,-0.020986,
2015-03-02,96.95,50358.3,1.0,1.0,-0.038149,
2015-03-03,96.9,50358.3,1.0,1.0,-0.000574,
2015-03-04,96.25,50358.3,1.0,1.0,-0.006679,
2015-03-05,98.08,50358.3,1.0,1.0,0.018978,
2015-03-06,100.1,50358.3,1.0,1.0,0.020675,
2015-03-09,100.24,50358.3,1.0,1.0,0.001337,
2015-03-10,98.04,50358.3,1.0,1.0,-0.021956,
2015-03-11,98.62,50358.3,1.0,1.0,0.005947,
2015-03-12,98.92,50358.3,1.0,1.0,0.003011,
2015-03-13,100.18,50358.3,1.0,1.0,0.01278,
2015-03-16,98.0,50358.3,1.0,1.0,-0.021721,
2015-03-17,96.97,50358.3,1.0,1.0,-0.010515,
2015-03-18,98.07,50358.3,1.0,1.0,0.011333,
2015-03-19,100.96,50358.3,1.0,1.0,0.029409,
2015-03-20,103.23,50358.3,1.0,1.0,0.022478,
2015-03-23,103.33,50358.3,1.0,1.0,0.001011,
2015-03-24,102.03,50358.3,1.0,1.0,-0.01258,
2015-03-25,102.93,50358.3,1.0,1.0,0.008773,
2015-03-26,100.17,50358.3,1.0,1.0,-0.026794,
2015-03-27,98.13,50358.3,1.0,1.0,-0.020362,
2015-03-30,101.65,50358.3,1.0,1.0,0.035915,
2015-03-31,102.54,50358.3,1.0,1.0,0.00873,
2015-04-01,101.59,50358.3,1.0,1.0,-0.009259,
2015-04-02,103.53,50358.3,1.0,1.0,0.019126,
2015-04-03,106.68,50358.3,1.0,1.0,0.030389,
2015-04-06,105.45,50358.3,1.0,1.0,-0.011566,
2015-04-07,104.27,50358.3,1.0,1.0,-0.011157,
2015-04-08,102.8,50358.3,1.0,1.0,-0.014125,
2015-04-09,105.1,50358.3,1.0,1.0,0.022427,
2015-04-10,107.48,50358.3,1.0,1.0,0.022665,
2015-04-13,111.01,50358.3,1.0,1.0,0.032839,
2015-04-14,113.63,50358.3,1.0,1.0,0.023526,
2015-04-15,109.16,50358.3,1.0,1.0,-0.039348,
2015-04-16,109.79,50358.3,1.0,1.0,0.005803,
2015-04-17,106.93,50358.3,1.0,1.0,-0.026023,
2015-04-20,105.52,50358.3,1.0,1.0,-0.013185,
2015-04-21,105.85,50358.3,1.0,1.0,0.003141,
2015-04-22,107.89,50358.3,1.0,1.0,0.019283,
2015-04-23,105.51,50358.3,1.0,1.0,-0.022097,
2015-04-24,99.69,50358.3,1.0,1.0,-0.055186,
2015-04-27,100.02,50358.3,1.0,1.0,0.00338,
2015-04-28,106.48,50358.3,1.0,1.0,0.064498,
2015-04-29,105.86,50358.3,1.0,1.0,-0.005812,
2015-04-30,105.87,50358.3,1.0,1.0,0.000167,
2015-05-01,110.4,50358.3,1.0,1.0,0.042711,
2015-05-04,111.86,50358.3,1.0,1.0,0.013299,
2015-05-05,112.34,50358.3,1.0,1.0,0.004256,
2015-05-06,113.43,50358.3,1.0,1.0,0.009701,
2015-05-07,114.0,50358.3,1.0,1.0,0.005061,
2015-05-08,110.82,50358.3,1.0,1.0,-0.027923,
2015-05-11,107.21,50358.3,1.0,1.0,-0.032619,
2015-05-12,112.07,50358.3,1.0,1.0,0.045334,
2015-05-13,112.45,50358.3,1.0,1.0,0.003461,
2015-05-14,112.62,50358.3,1.0,1.0,0.001445,
2015-05-15,112.27,50358.3,1.0,1.0,-0.00312,
2015-05-18,114.28,50358.3,1.0,1.0,0.017951,
2015-05-19,121.35,50358.3,1.0,1.0,0.061821,
2015-05-20,122.76,50358.3,1.0,1.0,0.011687,
2015-05-21,120.93,50358.3,1.0,1.0,-0.014964,
2015-05-22,120.42,50358.3,1.0,1.0,-0.004153,
2015-05-25,123.44,50358.3,1.0,1.0,0.02506,
2015-05-26,121.61,50358.3,1.0,1.0,-0.014839,
2015-05-27,124.01,50358.3,1.0,1.0,0.019692,
2015-05-28,117.17,50358.3,1.0,1.0,-0.055096,
2015-05-29,116.42,50358.3,1.0,1.0,-0.006457,
2015-06-01,118.07,50358.3,1.0,1.0,0.01422,
2015-06-02,121.61,50358.3,1.0,1.0,0.029972,
2015-06-03,119.13,50358.3,1.0,1.0,-0.020397,
2015-06-04,114.8,50358.3,1.0,1.0,-0.036358,
2015-06-05,113.97,50358.3,1.0,1.0,-0.007192,
2015-06-08,110.83,50358.3,1.0,1.0,-0.027589,
2015-06-09,110.33,50358.3,1.0,1.0,-0.004527,
2015-06-10,110.2,50358.3,1.0,1.0,-0.001118,
2015-06-11,106.67,50358.3,1.0,1.0,-0.032101,
2015-06-12,108.64,50358.3,1.0,1.0,0.018522,
2015-06-15,108.13,50358.3,1.0,1.0,-0.004722,
2015-06-16,110.86,50358.3,1.0,1.0,0.025293,
2015-06-17,105.96,50358.3,1.0,1.0,-0.04424,
2015-06-18,103.3,50358.3,1.0,1.0,-0.025059,
2015-06-19,104.49,50358.3,1.0,1.0,0.01151,
2015-06-22,102.41,50358.3,1.0,1.0,-0.019941,
2015-06-23,101.91,50358.3,1.0,1.0,-0.004897,
2015-06-24,101.81,50358.3,1.0,1.0,-0.000942,
2015-06-25,102.1,50358.3,1.0,1.0,0.002844,
2015-06-26,100.36,50358.3,1.0,1.0,-0.017078,
2015-06-29,100.62,50358.3,1.0,1.0,0.002628,
2015-06-30,98.65,50358.3,1.0,1.0,-0.019552,
2015-07-01,100.17,50358.3,1.0,1.0,0.015344,
2015-07-02,99.8,50358.3,1.0,1.0,-0.003709,
2015-07-03,100.07,50358.3,1.0,1.0,0.002767,
2015-07-06,106.34,50358.3,1.0,1.0,0.062618,
2015-07-07,103.45,50358.3,1.0,1.0,-0.027161,
2015-07-08,106.86,50358.3,1.0,1.0,0.032905,
2015-07-09,100.15,50358.3,1.0,1.0,-0.062746,
2015-07-10,95.18,50358.3,1.0,1.0,-0.049582,
2015-07-13,92.3,50358.3,1.0,1.0,-0.030275,
2015-07-14,89.64,50358.3,1.0,1.0,-0.028804,
2015-07-15,90.0,50358.3,1.0,1.0,0.003939,
2015-07-16,90.54,50358.3,1.0,1.0,0.006017,
2015-07-17,89.9,50358.3,1.0,1.0,-0.007052,
2015-07-20,89.49,50358.3,1.0,1.0,-0.004547,
2015-07-21,90.55,50358.3,1.0,1.0,0.011779,
2015-07-22,92.29,50358.3,1.0,1.0,0.019226,
2015-07-23,89.31,50358.3,1.0,1.0,-0.032272,
2015-07-24,88.45,50358.3,1.0,1.0,-0.0096,
2015-07-27,88.22,50358.3,1.0,1.0,-0.002626,
2015-07-28,89.17,50358.3,1.0,1.0,0.010749,
2015-07-29,87.44,50358.3,1.0,1.0,-0.019319,
2015-07-30,87.17,50358.3,1.0,1.0,-0.003096,
2015-07-31,87.15,50358.3,1.0,1.0,-0.000239,
2015-08-03,85.61,50358.3,1.0,1.0,-0.017712,
2015-08-04,84.04,50358.3,1.0,1.0,-0.018274,
2015-08-05,84.16,50358.3,1.0,1.0,0.001412,
2015-08-06,83.82,50358.3,1.0,1.0,-0.00408,
2015-08-07,84.75,50358.3,1.0,1.0,0.011117,
2015-08-10,82.56,50358.3,1.0,1.0,-0.025903,
2015-08-11,81.79,50358.3,1.0,1.0,-0.009334,
2015-08-12,81.26,50358.3,1.0,1.0,-0.006441,
2015-08-13,82.78,50358.3,1.0,1.0,0.018752,
2015-08-14,80.86,50358.3,1.0,1.0,-0.02326,
2015-08-17,81.24,50358.3,1.0,1.0,0.004685,
2015-08-18,81.65,50358.3,1.0,1.0,0.005122,
2015-08-19,84.86,50358.3,1.0,1.0,0.039318,
2015-08-20,82.76,50358.3,1.0,1.0,-0.024822,
2015-08-21,81.38,50358.3,1.0,1.0,-0.016598,
2015-08-24,79.5,50358.3,1.0,1.0,-0.023189,
2015-08-25,76.3,50358.3,1.0,1.0,-0.040214,
2015-08-26,79.52,50358.3,1.0,1.0,0.042274,
2015-08-27,77.11,50358.3,1.0,1.0,-0.030295,
2015-08-28,75.55,50358.3,1.0,1.0,-0.020346,
2015-08-31,77.9,50358.3,1.0,1.0,0.031101,
2015-09-01,74.61,50358.3,1.0,1.0,-0.042132,
2015-09-02,75.91,50358.3,1.0,1.0,0.017347,
2015-09-03,73.31,50358.3,1.0,1.0,-0.034279,
2015-09-04,75.46,50358.3,1.0,1.0,0.029393,
2015-09-07,71.56,50358.3,1.0,1.0,-0.051667,
2015-09-08,68.55,50358.3,1.0,1.0,-0.04214,
2015-09-09,67.59,50358.3,1.0,1.0,-0.013943,
2015-09-10,69.12,50358.3,1.0,1.0,0.022623,
2015-09-11,69.0,50358.3,1.0,1.0,-0.001701,
2015-09-14,68.38,50358.3,1.0,1.0,-0.008978,
2015-09-15,70.56,50358.3,1.0,1.0,0.031851,
2015-09-16,74.24,50358.3,1.0,1.0,0.052092,
2015-09-17,75.37,50358.3,1.0,1.0,0.015295,
2015-09-18,74.18,50358.3,1.0,1.0,-0.015786,
2015-09-21,73.37,50358.3,1.0,1.0,-0.010937,
2015-09-22,71.07,50358.3,1.0,1.0,-0.031387,
2015-09-23,71.17,50358.3,1.0,1.0,0.001462,
2015-09-24,68.38,50358.3,1.0,1.0,-0.039287,
2015-09-25,69.22,50358.3,1.0,1.0,0.012365,
2015-09-28,72.57,50358.3,1.0,1.0,0.048318,
2015-09-29,73.76,50358.3,1.0,1.0,0.016401,
2015-09-30,72.86,50358.3,1.0,1.0,-0.012147,
2015-10-01,73.72,50358.3,1.0,1.0,0.011759,
2015-10-02,76.57,50358.3,1.0,1.0,0.038673,
2015-10-05,79.43,50358.3,1.0,1.0,0.037426,
2015-10-06,77.47,50358.3,1.0,1.0,-0.024744,
2015-10-07,78.35,50358.3,1.0,1.0,0.011355,
2015-10-08,77.98,50358.3,1.0,1.0,-0.004743,
2015-10-09,79.42,50358.3,1.0,1.0,0.018575,
2015-10-12,80.08,50358.3,1.0,1.0,0.008284,
2015-10-13,75.58,50358.3,1.0,1.0,-0.056206,
2015-10-14,74.88,50358.3,1.0,1.0,-0.00927,
2015-10-15,75.17,50358.3,1.0,1.0,0.003815,
2015-10-16,72.55,50358.3,1.0,1.0,-0.034774,
2015-10-19,73.5,50358.3,1.0,1.0,0.013074,
2015-10-20,70.79,50358.3,1.0,1.0,-0.036849,
2015-10-21,69.38,50358.3,1.0,1.0,-0.019926,
2015-10-22,71.58,50358.3,1.0,1.0,0.031734,
2015-10-23,70.01,50358.3,1.0,1.0,-0.021931,
2015-10-26,70.92,50358.3,1.0,1.0,0.012902,
2015-10-27,67.93,50358.3,1.0,1.0,-0.042142,
2015-10-28,71.34,50358.3,1.0,1.0,0.050226,
2015-10-29,70.75,50358.3,1.0,1.0,-0.008236,
2015-10-30,70.85,50358.3,1.0,1.0,0.00133,
2015-11-02,71.08,50358.3,1.0,1.0,0.003344,
2015-11-03,72.06,50358.3,1.0,1.0,0.01372,
2015-11-04,69.41,50358.3,1.0,1.0,-0.036737,
2015-11-05,69.34,50358.3,1.0,1.0,-0.001087,
2015-11-06,68.18,50358.3,1.0,1.0,-0.016634,
2015-11-09,65.41,50358.3,1.0,1.0,-0.040669,
2015-11-10,66.91,50358.3,1.0,1.0,0.022999,
2015-11-11,66.29,50358.3,1.0,1.0,-0.009369,
2015-11-12,66.61,50358.3,1.0,1.0,0.004875,
2015-11-13,66.83,50358.3,1.0,1.0,0.003364,
2015-11-16,66.24,50358.3,1.0,1.0,-0.008957,
2015-11-17,69.38,50358.3,1.0,1.0,0.04755,
2015-11-18,69.24,50358.3,1.0,1.0,-0.002092,
2015-11-19,66.63,50358.3,1.0,1.0,-0.037634,
2015-11-20,65.93,50358.3,1.0,1.0,-0.010515,
2015-11-23,66.66,50358.3,1.0,1.0,0.011099,
2015-11-24,67.46,50358.3,1.0,1.0,0.011897,
2015-11-25,65.66,50358.3,1.0,1.0,-0.02671,
2015-11-26,67.07,50358.3,1.0,1.0,0.021584,
2015-11-27,64.23,50358.3,1.0,1.0,-0.042356,
2015-11-30,65.96,50358.3,1.0,1.0,0.026862,
2015-12-01,63.84,50358.3,1.0,1.0,-0.032105,
2015-12-02,63.43,50358.3,1.0,1.0,-0.00637,
2015-12-03,65.01,50358.3,1.0,1.0,0.024902,
2015-12-04,65.14,50358.3,1.0,1.0,0.001914,
2015-12-07,66.36,50358.3,1.0,1.0,0.018822,
2015-12-08,67.29,50358.3,1.0,1.0,0.01399,
2015-12-09,69.34,50358.3,1.0,1.0,0.030372,
2015-12-10,71.06,50358.3,1.0,1.0,0.024844,
2015-12-11,70.22,50358.3,1.0,1.0,-0.011782,
2015-12-14,71.23,50358.3,1.0,1.0,0.014337,
2015-12-15,68.6,50358.3,1.0,1.0,-0.036908,
2015-12-16,68.44,50358.3,1.0,1.0,-0.002347,
2015-12-17,69.73,50358.3,1.0,1.0,0.018865,
2015-12-18,69.89,50358.3,1.0,1.0,0.002257,
2015-12-21,70.57,50358.3,1.0,1.0,0.009811,
2015-12-22,70.14,50358.3,1.0,1.0,-0.006061,
2015-12-23,72.0,50358.3,1.0,1.0,0.02649,
2015-12-24,71.79,50358.3,1.0,1.0,-0.002886,
2015-12-25,70.93,50358.3,1.0,1.0,-0.01206,
2015-12-28,72.39,50358.3,1.0,1.0,0.020531,
2015-12-29,69.92,50358.3,1.0,1.0,-0.034097,
2015-12-30,70.7,50358.3,1.0,1.0,0.01113,
2015-12-31,68.88,50358.3,1.0,1.0,-0.025651,
2016-01-01,70.96,50358.3,1.0,1.0,0.030165,
2016-01-04,70.45,50358.3,1.0,1.0,-0.007199,
2016-01-05,70.61,50358.3,1.0,1.0,0.002284,
2016-01-06,71.24,50358.3,1.0,1.0,0.008985,
2016-01-07,67.95,50358.3,1.0,1.0,-0.046183,
2016-01-08,66.84,50358.3,1.0,1.0,-0.016441,
2016-01-11,68.47,50358.3,1.0,1.0,0.024385,
2016-01-12,69.84,50358.3,1.0,1.0,0.020071,
2016-01-13,70.25,50358.3,1.0,1.0,0.005852,
2016-01-14,67.95,50358.3,1.0,1.0,-0.032805,
2016-01-15,68.84,50358.3,1.0,1.0,0.013183,
2016-01-18,69.96,50358.3,1.0,1.0,0.016298,
2016-01-19,69.97,50358.3,1.0,1.0,0.00017,
2016-01-20,71.99,50358.3,1.0,1.0,0.028812,
2016-01-21,70.75,50358.3,1.0,1.0,-0.017216,
2016-01-22,69.82,50358.3,1.0,1.0,-0.013112,
2016-01-25,65.72,50358.3,1.0,1.0,-0.058806,
2016-01-26,67.12,50358.3,1.0,1.0,0.021347,
2016-01-27,67.56,50358.3,1.0,1.0,0.006597,
2016-01-28,64.83,50358.3,1.0,1.0,-0.040491,
2016-01-29,62.09,50358.3,1.0,1.0,-0.042258,
2016-02-01,60.74,50358.3,1.0,1.0,-0.02167,
2016-02-02,61.85,50358.3,1.0,1.0,0.018258,
2016-02-03,61.35,50358.3,1.0,1.0,-0.008136,
2016-02-04,60.12,50358.3,1.0,1.0,-0.020075,
2016-02-05,58.63,50358.3,1.0,1.0,-0.0248,
2016-02-08,57.11,50358.3,1.0,1.0,-0.025848,
2016-02-09,54.47,50358.3,1.0,1.0,-0.046275,
2016-02-10,52.86,50358.3,1.0,1.0,-0.0295,
2016-02-11,51.47,50358.3,1.0,1.0,-0.026308,
2016-02-12,52.27,50358.3,1.0,1.0,0.015548,
2016-02-15,52.01,50358.3,1.0,1.0,-0.004925,
2016-02-16,50.94,50358.3,1.0,1.0,-0.020564,
2016-02-17,53.8,50358.3,1.0,1.0,0.056001,
2016-02-18,52.9,50358.3,1.0,1.0,-0.016755,
2016-02-19,54.35,50358.3,1.0,1.0,0.027428,
2016-02-22,56.45,50358.3,1.0,1.0,0.038687,
2016-02-23,54.31,50358.3,1.0,1.0,-0.037911,
2016-02-24,54.35,50358.3,1.0,1.0,0.000817,
2016-02-25,53.63,50358.3,1.0,1.0,-0.013294,
2016-02-26,52.81,50358.3,1.0,1.0,-0.01522,
2016-02-29,53.47,50358.3,1.0,1.0,0.01245,
2016-03-01,52.63,50358.3,1.0,1.0,-0.015786,
2016-03-02,51.95,50358.3,1.0,1.0,-0.012783,
2016-03-03,51.7,50358.3,1.0,1.0,-0.004983,
2016-03-04,51.19,50358.3,1.0,1.0,-0.009874,
2016-03-07,49.72,50358.3,1.0,1.0,-0.028712,
2016-03-08,50.63,50358.3,1.0,1.0,0.018313,
2016-03-09,51.87,50358.3,1.0,1.0,0.024508,
2016-03-10,52.25,50358.3,1.0,1.0,0.007316,
2016-03-11,51.73,50358.3,1.0,1.0,-0.009949,
2016-03-14,50.81,50358.3,1.0,1.0,-0.01773,
2016-03-15,49.91,50358.3,1.0,1.0,-0.017692,
2016-03-16,52.77,50358.3,1.0,1.0,0.057209,
2016-03-17,53.92,50358.3,1.0,1.0,0.021789,
2016-03-18,52.79,50358.3,1.0,1.0,-0.020906,
2016-03-21,52.95,50358.3,1.0,1.0,0.002999,
2016-03-22,52.44,50358.3,1.0,1.0,-0.009616,
2016-03-23,53.13,50358.3,1.0,1.0,0.013141,
2016-03-24,53.77,50358.3,1.0,1.0,0.012162,
2016-03-25,55.14,50358.3,1.0,1.0,0.025371,
2016-03-28,53.97,50358.3,1.0,1.0,-0.021151,
2016-03-29,54.05,50358.3,1.0,1.0,0.001556,
2016-03-30,51.78,50358.3,1.0,1.0,-0.042027,
2016-03-31,50.2,50358.3,1.0,1.0,-0.030663,
2016-04-01,51.22,50358.3,1.0,1.0,0.020472,
2016-04-04,50.02,50358.3,1.0,1.0,-0.023501,
2016-04-05,48.97,50358.3,1.0,1.0,-0.020924,
2016-04-06,48.92,50358.3,1.0,1.0,-0.001157,
2016-04-07,49.69,50358.3,1.0,1.0,0.015844,
2016-04-08,48.39,50358.3,1.0,1.0,-0.02608,
2016-04-11,44.47,50358.3,1.0,1.0,-0.081047,
2016-04-12,43.51,50358.3,1.0,1.0,-0.021613,
2016-04-13,44.75,50358.3,1.0,1.0,0.028379,
2016-04-14,45.07,50358.3,1.0,1.0,0.007305,
2016-04-15,46.48,50358.3,1.0,1.0,0.031302,
2016-04-18,45.19,50358.3,1.0,1.0,-0.027738,
2016-04-19,43.41,50358.3,1.0,1.0,-0.039513,
2016-04-20,43.85,50358.3,1.0,1.0,0.010197,
2016-04-21,44.06,50358.3,1.0,1.0,0.004814,
2016-04-22,44.34,50358.3,1.0,1.0,0.006396,
2016-04-25,45.31,50358.3,1.0,1.0,0.02167,
2016-04-26,45.72,50358.3,1.0,1.0,0.009206,
2016-04-27,46.13,50358.3,1.0,1.0,0.008817,
2016-04-28,46.88,50358.3,1.0,1.0,0.016338,
2016-04-29,47.4,50358.3,1.0,1.0,0.011164,
2016-05-02,48.34,50358.3,1.0,1.0,0.019819,
2016-05-03,49.48,50358.3,1.0,1.0,0.023524,
2016-05-04,51.28,50358.3,1.0,1.0,0.03646,
2016-05-05,50.44,50358.3,1.0,1.0,-0.016408,
2016-05-06,50.98,50358.3,1.0,1.0,0.010633,
2016-05-09,50.48,50358.3,1.0,1.0,-0.009801,
2016-05-10,49.43,50358.3,1.0,1.0,-0.020752,
2016-05-11,48.57,50358.3,1.0,1.0,-0.01736,
2016-05-12,49.11,50358.3,1.0,1.0,0.010983,
2016-05-13,49.55,50358.3,1.0,1.0,0.009123,
2016-05-16,49.98,50358.3,1.0,1.0,0.008691,
2016-05-17,49.67,50358.3,1.0,1.0,-0.006357,
2016-05-18,49.62,50358.3,1.0,1.0,-0.000877,
2016-05-19,50.56,50358.3,1.0,1.0,0.018847,
2016-05-20,48.74,50358.3,1.0,1.0,-0.036048,
2016-05-23,48.72,50358.3,1.0,1.0,-0.000368,
2016-05-24,48.78,50358.3,1.0,1.0,0.001201,
2016-05-25,49.62,50358.3,1.0,1.0,0.017272,
2016-05-26,47.99,50358.3,1.0,1.0,-0.032823,
2016-05-27,49.7,50358.3,1.0,1.0,0.035551,
2016-05-30,49.9,50358.3,1.0,1.0,0.004178,
2016-05-31,50.18,50358.3,1.0,1.0,0.005455,
2016-06-01,49.65,50358.3,1.0,1.0,-0.010539,
2016-06-02,50.25,50358.3,1.0,1.0,0.012029,
2016-06-03,50.25,50358.3,1.0,1.0,0.000192,
2016-06-06,51.69,50358.3,1.0,1.0,0.028462,
2016-06-07,49.88,50358.3,1.0,1.0,-0.034939,
2016-06-08,50.04,50358.3,1.0,1.0,0.00326,
2016-06-09,50.49,50358.3,1.0,1.0,0.008887,
2016-06-10,50.21,50358.3,1.0,1.0,-0.005419,
2016-06-13,49.68,50358.3,1.0,1.0,-0.010617,
2016-06-14,49.2,50358.3,1.0,1.0,-0.009626,
2016-06-15,49.36,50358.3,1.0,1.0,0.003239,
2016-06-16,47.22,50358.3,1.0,1.0,-0.043438,
2016-06-17,48.28,50358.3,1.0,1.0,0.022456,
2016-06-20,47.68,50358.3,1.0,1.0,-0.012408,
2016-06-21,47.78,50358.3,1.0,1.0,0.002111,
2016-06-22,48.16,50358.3,1.0,1.0,0.007885,
2016-06-23,47.51,50358.3,1.0,1.0,-0.01349,
2016-06-24,47.31,50358.3,1.0,1.0,-0.004097,
2016-06-27,45.01,50358.3,1.0,1.0,-0.048597,
2016-06-28,45.77,50358.3,1.0,1.0,0.016755,
2016-06-29,46.92,50358.3,1.0,1.0,0.025284,
2016-06-30,45.0,50358.3,1.0,1.0,-0.040933,
